date,value
08/11/2015,389.89
09/11/2015,385.28
10/11/2015,381.39
11/11/2015,340.58
12/11/2015,345.08
13/11/2015,340.91
14/11/2015,338.18
15/11/2015,334.66
16/11/2015,331.63
17/11/2015,338.35
18/11/2015,336.53
19/11/2015,335.33
20/11/2015,326.47
21/11/2015,328.16
22/11/2015,327.01
23/11/2015,325.12
24/11/2015,323.06
25/11/2015,329.13
26/11/2015,366.76
27/11/2015,363.59
28/11/2015,359.54
29/11/2015,371.94
30/11/2015,382.36
01/12/2015,378.93
02/12/2015,362.23
03/12/2015,370.27
04/12/2015,363.52
05/12/2015,389.79
06/12/2015,402.81
07/12/2015,399.97
08/12/2015,415.56
09/12/2015,423.12
10/12/2015,419.51
11/12/2015,451.94
12/12/2015,469.1
13/12/2015,441.68
14/12/2015,447.14
15/12/2015,465.32
16/12/2015,465.21
17/12/2015,457.86
18/12/2015,465.18
19/12/2015,465.58
20/12/2015,462.64
21/12/2015,444.73
22/12/2015,443.69
23/12/2015,444.53
24/12/2015,458.46
25/12/2015,458.31
26/12/2015,457.49
27/12/2015,424.01
28/12/2015,429.77
29/12/2015,432.98
30/12/2015,434.39
31/12/2015,432.92
01/01/2016,436.25
02/01/2016,436.06
03/01/2016,433.74
04/01/2016,434.52
05/01/2016,434.18
06/01/2016,431.86
07/01/2016,458.77
08/01/2016,462.93
09/01/2016,454.64
10/01/2016,448.31
11/01/2016,450.66
12/01/2016,448.18
13/01/2016,435.19
14/01/2016,433.32
15/01/2016,430.25
16/01/2016,390.56
17/01/2016,390.96
18/01/2016,388.1
19/01/2016,387.73
20/01/2016,425.27
21/01/2016,422.88
22/01/2016,410.41
23/01/2016,394.54
24/01/2016,405.49
25/01/2016,402.32
26/01/2016,397.77
27/01/2016,396.84
28/01/2016,395.5
29/01/2016,384.38
30/01/2016,380.92
31/01/2016,380.35
01/02/2016,378.07
02/02/2016,375.88
03/02/2016,374.95
04/02/2016,391.61
05/02/2016,391.09
06/02/2016,386.63
07/02/2016,380.87
08/02/2016,379.88
09/02/2016,377.25
10/02/2016,385.48
11/02/2016,383.13
12/02/2016,384.95
13/02/2016,391.86
14/02/2016,407.23
15/02/2016,410.38
16/02/2016,408.94
17/02/2016,421.17
18/02/2016,426
19/02/2016,423.1
20/02/2016,441.98
21/02/2016,448.05
22/02/2016,439.05
23/02/2016,439.86
24/02/2016,425.55
25/02/2016,427.72
26/02/2016,432.15
27/02/2016,434.23
28/02/2016,435.68
29/02/2016,441.51
01/03/2016,439.65
02/03/2016,435.92
03/03/2016,425.37
04/03/2016,425.18
05/03/2016,411.26
06/03/2016,411.91
07/03/2016,415.92
08/03/2016,416.24
09/03/2016,416.03
10/03/2016,417.51
11/03/2016,423.93
12/03/2016,421.8
13/03/2016,416.6
14/03/2016,416.68
15/03/2016,418.13
16/03/2016,417.69
17/03/2016,421
18/03/2016,420.55
19/03/2016,410.98
20/03/2016,414.63
21/03/2016,413.42
22/03/2016,418.38
23/03/2016,419.27
24/03/2016,418.68
25/03/2016,418.08
26/03/2016,418.99
27/03/2016,428.8
28/03/2016,426.86
29/03/2016,426.2
30/03/2016,416.83
31/03/2016,418.37
01/04/2016,418.17
02/04/2016,422.08
03/04/2016,421.58
04/04/2016,422.34
05/04/2016,424.26
06/04/2016,424.53
07/04/2016,423.66
08/04/2016,425.36
09/04/2016,420.89
10/04/2016,422.44
11/04/2016,422.74
12/04/2016,427.28
13/04/2016,426.66
14/04/2016,425.37
15/04/2016,429.93
16/04/2016,432.63
17/04/2016,431.37
18/04/2016,429.27
19/04/2016,436.02
20/04/2016,443.05
21/04/2016,450.55
22/04/2016,449.81
23/04/2016,450.28
24/04/2016,460.15
25/04/2016,466.62
26/04/2016,467.96
27/04/2016,467.08
28/04/2016,449.55
29/04/2016,455.38
30/04/2016,455.59
01/05/2016,452.48
02/05/2016,452.44
03/05/2016,451.1
04/05/2016,450.38
05/05/2016,448.51
06/05/2016,461.38
07/05/2016,460.68
08/05/2016,459.42
09/05/2016,462.48
10/05/2016,461.93
11/05/2016,454.58
12/05/2016,454.95
13/05/2016,457.06
14/05/2016,456.84
15/05/2016,458.69
16/05/2016,458.2
17/05/2016,455.07
18/05/2016,456
19/05/2016,454.63
20/05/2016,444.05
21/05/2016,443.78
22/05/2016,443.43
23/05/2016,444.35
24/05/2016,447.1
25/05/2016,450.3
26/05/2016,453.64
27/05/2016,478.15
28/05/2016,533.47
29/05/2016,553.96
30/05/2016,544.35
31/05/2016,546.62
01/06/2016,543.08
02/06/2016,540.35
03/06/2016,574.64
04/06/2016,590.13
05/06/2016,582.81
06/06/2016,586.47
07/06/2016,590.26
08/06/2016,582.84
09/06/2016,582.2
10/06/2016,579.13
11/06/2016,607.12
12/06/2016,684.84
13/06/2016,716
14/06/2016,704.5
15/06/2016,696.3
16/06/2016,773.72
17/06/2016,775.36
18/06/2016,777.99
19/06/2016,766.62
20/06/2016,764.08
21/06/2016,735.88
22/06/2016,678.67
23/06/2016,629.33
24/06/2016,681.73
25/06/2016,691.73
26/06/2016,665.98
27/06/2016,655.27
28/06/2016,659.25
29/06/2016,644.68
30/06/2016,675.4
01/07/2016,686.15
02/07/2016,703.7
03/07/2016,704.97
04/07/2016,683.66
05/07/2016,683.49
06/07/2016,681.9
07/07/2016,682.43
08/07/2016,666.71
09/07/2016,666.38
10/07/2016,652.29
11/07/2016,659.63
12/07/2016,675.26
13/07/2016,668.7
14/07/2016,662.9
15/07/2016,667.08
16/07/2016,666.46
17/07/2016,682.37
18/07/2016,681.55
19/07/2016,673.28
20/07/2016,672.93
21/07/2016,666.22
22/07/2016,666.58
23/07/2016,656.37
24/07/2016,663.11
25/07/2016,661.83
26/07/2016,656.23
27/07/2016,657.46
28/07/2016,657.6
29/07/2016,657.8
30/07/2016,658.22
31/07/2016,655.28
01/08/2016,626.12
02/08/2016,612.85
03/08/2016,573.36
04/08/2016,579.5
05/08/2016,578.28
06/08/2016,588.4
07/08/2016,597.51
08/08/2016,592.99
09/08/2016,591.09
10/08/2016,599.98
11/08/2016,597.54
12/08/2016,589.91
13/08/2016,589.77
14/08/2016,585.67
15/08/2016,573.58
16/08/2016,581.74
17/08/2016,580.89
18/08/2016,577.79
19/08/2016,578.24
20/08/2016,582.82
21/08/2016,584.16
22/08/2016,588.45
23/08/2016,589.47
24/08/2016,583.59
25/08/2016,580.45
26/08/2016,580.62
27/08/2016,579.85
28/08/2016,574.04
29/08/2016,576.28
30/08/2016,578.36
31/08/2016,577.86
01/09/2016,576.31
02/09/2016,575.64
03/09/2016,599.5
04/09/2016,611.84
05/09/2016,609.05
06/09/2016,610.83
07/09/2016,614.54
08/09/2016,628.77
09/09/2016,626.83
10/09/2016,625.1
11/09/2016,628.82
12/09/2016,608.46
13/09/2016,611.19
14/09/2016,611.95
15/09/2016,611.09
16/09/2016,609.26
17/09/2016,607.86
18/09/2016,610.16
19/09/2016,610.93
20/09/2016,609.52
21/09/2016,603.59
22/09/2016,598.49
23/09/2016,603.21
24/09/2016,604.58
25/09/2016,603.38
26/09/2016,608.14
27/09/2016,608.25
28/09/2016,606.59
29/09/2016,606.82
30/09/2016,609.74
01/10/2016,615.24
02/10/2016,614
03/10/2016,612.57
04/10/2016,612.05
05/10/2016,613.81
06/10/2016,613.82
07/10/2016,617.91
08/10/2016,619.85
09/10/2016,619.2
10/10/2016,621.32
11/10/2016,642.08
12/10/2016,641.34
13/10/2016,638.83
14/10/2016,641.28
15/10/2016,642.1
16/10/2016,642.9
17/10/2016,642.33
18/10/2016,640.74
19/10/2016,638.87
20/10/2016,631.92
21/10/2016,634.09
22/10/2016,658.2
23/10/2016,661.13
24/10/2016,657.25
25/10/2016,664.42
26/10/2016,679.73
27/10/2016,688.59
28/10/2016,690.44
29/10/2016,720.4
30/10/2016,714.12
31/10/2016,709.29
01/11/2016,736.45
02/11/2016,740.83
03/11/2016,745.77
04/11/2016,706.93
05/11/2016,707.51
06/11/2016,714.26
07/11/2016,710.74
08/11/2016,712.99
09/11/2016,740.05
10/11/2016,723.02
11/11/2016,718.32
12/11/2016,717.15
13/11/2016,705.26
14/11/2016,706.28
15/11/2016,715.72
16/11/2016,747.62
17/11/2016,755.64
18/11/2016,752.88
19/11/2016,756.24
20/11/2016,755.48
21/11/2016,741.72
22/11/2016,753.87
23/11/2016,752.25
24/11/2016,746.83
25/11/2016,741.65
26/11/2016,742.21
27/11/2016,739.02
28/11/2016,738.01
29/11/2016,737.47
30/11/2016,747.93
01/12/2016,758.27
02/12/2016,781.3
03/12/2016,778.25
04/12/2016,773.87
05/12/2016,773.47
06/12/2016,765.62
07/12/2016,771.54
08/12/2016,774.7
09/12/2016,774.53
10/12/2016,777.09
11/12/2016,774.8
12/12/2016,781.92
13/12/2016,788.46
14/12/2016,782.03
15/12/2016,781.43
16/12/2016,785.03
17/12/2016,792.51
18/12/2016,794.74
19/12/2016,793.61
20/12/2016,801.34
21/12/2016,834.28
22/12/2016,875.78
23/12/2016,925.12
24/12/2016,923.48
25/12/2016,899.65
26/12/2016,913.18
27/12/2016,940.05
28/12/2016,975.92
29/12/2016,979.4
30/12/2016,972.53
31/12/2016,963.74
01/01/2017,1003.08
02/01/2017,1031.39
03/01/2017,1044.08
04/01/2017,1159.42
05/01/2017,1191.1
06/01/2017,1046.81
07/01/2017,908.59
08/01/2017,942.72
09/01/2017,913.69
10/01/2017,914.87
11/01/2017,919.45
12/01/2017,826.25
13/01/2017,829
14/01/2017,835.09
15/01/2017,823.31
16/01/2017,834.53
17/01/2017,910.56
18/01/2017,917.5
19/01/2017,904.61
20/01/2017,899.4
21/01/2017,927.37
22/01/2017,937.52
23/01/2017,928.27
24/01/2017,924.14
25/01/2017,903.25
26/01/2017,919.33
27/01/2017,923.22
28/01/2017,923.91
29/01/2017,923.42
30/01/2017,923.05
31/01/2017,972.02
01/02/2017,989.11
02/02/2017,1013.52
03/02/2017,1033.87
04/02/2017,1045.9
05/02/2017,1043.63
06/02/2017,1044.64
07/02/2017,1061.93
08/02/2017,1078.97
09/02/2017,1088.99
10/02/2017,998.9
11/02/2017,1009.29
12/02/2017,1004.76
13/02/2017,1002.1
14/02/2017,1011.51
15/02/2017,1008.84
16/02/2017,1033.37
17/02/2017,1053.17
18/02/2017,1061.1
19/02/2017,1056.81
20/02/2017,1080.49
21/02/2017,1117.25
22/02/2017,1125.39
23/02/2017,1176.62
24/02/2017,1200.39
25/02/2017,1174.85
26/02/2017,1167.47
27/02/2017,1181.98
28/02/2017,1193.25
01/03/2017,1222.5
02/03/2017,1262.13
03/03/2017,1280.31
04/03/2017,1279.4
05/03/2017,1267.29
06/03/2017,1276
07/03/2017,1275.55
08/03/2017,1232.16
09/03/2017,1197.46
10/03/2017,1270.47
11/03/2017,1193.83
12/03/2017,1226.98
13/03/2017,1237.37
14/03/2017,1244.81
15/03/2017,1251.61
16/03/2017,1257.98
17/03/2017,1180.16
18/03/2017,1114.07
19/03/2017,1069.91
20/03/2017,1063.03
21/03/2017,1122.43
22/03/2017,1120.65
23/03/2017,1058.01
24/03/2017,1040.47
25/03/2017,975.76
26/03/2017,1007.96
27/03/2017,1046.4
28/03/2017,1064.65
29/03/2017,1055.13
30/03/2017,1049.29
31/03/2017,1074.92
01/04/2017,1091.72
02/04/2017,1107.59
03/04/2017,1151.74
04/04/2017,1156.44
05/04/2017,1135.09
06/04/2017,1188.37
07/04/2017,1186.58
08/04/2017,1184.98
09/04/2017,1197.21
10/04/2017,1190.34
11/04/2017,1208.07
12/04/2017,1207.14
13/04/2017,1205.89
14/04/2017,1190.8
15/04/2017,1188
16/04/2017,1187.22
17/04/2017,1194.9
18/04/2017,1217.57
19/04/2017,1215.51
20/04/2017,1240.79
21/04/2017,1235.94
22/04/2017,1235.56
23/04/2017,1232.2
24/04/2017,1250.94
25/04/2017,1267.58
26/04/2017,1294.83
27/04/2017,1319.7
28/04/2017,1331.28
29/04/2017,1327.2
30/04/2017,1347.91
01/05/2017,1434.32
02/05/2017,1473.9
03/05/2017,1492.77
04/05/2017,1608.91
05/05/2017,1618.03
06/05/2017,1578.8
07/05/2017,1596.72
08/05/2017,1723.35
09/05/2017,1833.49
10/05/2017,1788.44
11/05/2017,1873.93
12/05/2017,1856.15
13/05/2017,1812.99
14/05/2017,1831.42
15/05/2017,1812.8
16/05/2017,1785.94
17/05/2017,1864.05
18/05/2017,1904.48
19/05/2017,2004.52
20/05/2017,2084.73
21/05/2017,2119.08
22/05/2017,2303.9
23/05/2017,2320.82
24/05/2017,2523.72
25/05/2017,2763.71
26/05/2017,2573.79
27/05/2017,2260.2
28/05/2017,2267.34
29/05/2017,2307.05
30/05/2017,2301.96
31/05/2017,2311.08
01/06/2017,2448.39
02/06/2017,2488.55
03/06/2017,2581.91
04/06/2017,2585.89
05/06/2017,2686.81
06/06/2017,2999.91
07/06/2017,2869.38
08/06/2017,2815.3
09/06/2017,2901.71
10/06/2017,2950.99
11/06/2017,2996.6
12/06/2017,2997.26
13/06/2017,2789.04
14/06/2017,2786.83
15/06/2017,2534.71
16/06/2017,2539.92
17/06/2017,2685.19
18/06/2017,2662.1
19/06/2017,2662.85
20/06/2017,2763.45
21/06/2017,2772.01
22/06/2017,2723.74
23/06/2017,2765.17
24/06/2017,2757.94
25/06/2017,2682.26
26/06/2017,2615.25
27/06/2017,2552.45
28/06/2017,2603.98
29/06/2017,2588.83
30/06/2017,2559.25
01/07/2017,2515.27
02/07/2017,2514.28
03/07/2017,2595
04/07/2017,2631.59
05/07/2017,2622.65
06/07/2017,2616.72
07/07/2017,2916.14
08/07/2017,2571.34
09/07/2017,2635.49
10/07/2017,2537.16
11/07/2017,2413.47
12/07/2017,2423.71
13/07/2017,2425.22
14/07/2017,2363.25
15/07/2017,2231.14
16/07/2017,2058.77
17/07/2017,2230.49
18/07/2017,2387.61
19/07/2017,2397.17
20/07/2017,2900.7
21/07/2017,2838.41
22/07/2017,2862.42
23/07/2017,2832.18
24/07/2017,2777.26
25/07/2017,2768.08
26/07/2017,2610.76
27/07/2017,2693.32
28/07/2017,2897.45
29/07/2017,2808.76
30/07/2017,2758.53
31/07/2017,2889.62
01/08/2017,2921.35
02/08/2017,2762.53
03/08/2017,2813.31
04/08/2017,2899.33
05/08/2017,3290.01
06/08/2017,3293.29
07/08/2017,3397.68
08/08/2017,3484.85
09/08/2017,3422.76
10/08/2017,3453.45
11/08/2017,3679.72
12/08/2017,3949.92
13/08/2017,4208.39
14/08/2017,4325.13
15/08/2017,4455.97
16/08/2017,4381.23
17/08/2017,4484.7
18/08/2017,4370.13
19/08/2017,4243.26
20/08/2017,4196.29
21/08/2017,4109.14
22/08/2017,4128.76
23/08/2017,4255.78
24/08/2017,4376.39
25/08/2017,4455.7
26/08/2017,4379.28
27/08/2017,4416.59
28/08/2017,4403.93
29/08/2017,4625.68
30/08/2017,4626.52
31/08/2017,4736.05
01/09/2017,4892.01
02/09/2017,4975.04
03/09/2017,4714.08
04/09/2017,4591.63
05/09/2017,4427.84
06/09/2017,4617.25
07/09/2017,4655.04
08/09/2017,4661
09/09/2017,4308.82
10/09/2017,4245.44
11/09/2017,4261.67
12/09/2017,4344.65
13/09/2017,4131.98
14/09/2017,3920.6
15/09/2017,3733.45
16/09/2017,3808.84
17/09/2017,3664.81
18/09/2017,4079.23
19/09/2017,4094.07
20/09/2017,4031.39
21/09/2017,3916.42
22/09/2017,3758.27
23/09/2017,3819.21
24/09/2017,3796.15
25/09/2017,3950.25
26/09/2017,3969.89
27/09/2017,4210.05
28/09/2017,4279.31
29/09/2017,4214.63
30/09/2017,4358.43
01/10/2017,4403.74
02/10/2017,4470.23
03/10/2017,4432.47
04/10/2017,4352.31
05/10/2017,4362.64
06/10/2017,4413.27
07/10/2017,4443.88
08/10/2017,4624.14
09/10/2017,4878.71
10/10/2017,4922.17
11/10/2017,4873.73
12/10/2017,5446.91
13/10/2017,5840.3
14/10/2017,5837.7
15/10/2017,5852.48
16/10/2017,5776.23
17/10/2017,5800.35
18/10/2017,5603.82
19/10/2017,5744.35
20/10/2017,6060.11
21/10/2017,6194.88
22/10/2017,6076.26
23/10/2017,6075.59
24/10/2017,5935.52
25/10/2017,5754.33
26/10/2017,5976.8
27/10/2017,5988.39
28/10/2017,5876.72
29/10/2017,6255.71
30/10/2017,6214.99
31/10/2017,6470.43
01/11/2017,6767.31
02/11/2017,7367.33
03/11/2017,7461.29
04/11/2017,7492.86
05/11/2017,7617.48
06/11/2017,7445.77
07/11/2017,7253.32
08/11/2017,7776.42
09/11/2017,7446.83
10/11/2017,7312
11/11/2017,6873.15
12/11/2017,6625.05
13/11/2017,6811.19
14/11/2017,6764.98
15/11/2017,7342.25
16/11/2017,7967.38
17/11/2017,8004.59
18/11/2017,7884.99
19/11/2017,8101.91
20/11/2017,8336.86
21/11/2017,8348.66
22/11/2017,8302.26
23/11/2017,8267.4
24/11/2017,8374.16
25/11/2017,8790.92
26/11/2017,9522.93
27/11/2017,9818.35
28/11/2017,10125.7
29/11/2017,11517.4
30/11/2017,10801
01/12/2017,11046.7
02/12/2017,11320.2
03/12/2017,11858.7
04/12/2017,11657.2
05/12/2017,12032
06/12/2017,14369.1
07/12/2017,17899.7
08/12/2017,18353.4
09/12/2017,16783
10/12/2017,15850.6
11/12/2017,17513.9
12/12/2017,17781.8
13/12/2017,17653.1
14/12/2017,17085.8
15/12/2017,18154.1
16/12/2017,19716.7
17/12/2017,20089
18/12/2017,19371
19/12/2017,19177.8
20/12/2017,17934.7
21/12/2017,17567.7
22/12/2017,15943.4
23/12/2017,15603.2
24/12/2017,14626
25/12/2017,14593
26/12/2017,16461.2
27/12/2017,16930.9
28/12/2017,15888.4
29/12/2017,15279
30/12/2017,14681.9
31/12/2017,14377.4
01/01/2018,14112.2
02/01/2018,15444.6
03/01/2018,15572.8
04/01/2018,15739.7
05/01/2018,17705.2
06/01/2018,17712.4
07/01/2018,17579.6
08/01/2018,16537.9
09/01/2018,15497.5
10/01/2018,14973.3
11/01/2018,15018.8
12/01/2018,14229.9
13/01/2018,14659.5
14/01/2018,14511.8
15/01/2018,14445.5
16/01/2018,13843.1
17/01/2018,11678
18/01/2018,12107.3
19/01/2018,11992.8
20/01/2018,13103
21/01/2018,12895.9
22/01/2018,11966.4
23/01/2018,11377.6
24/01/2018,11501.4
25/01/2018,11785.7
26/01/2018,11656.7
27/01/2018,11614.9
28/01/2018,12040.3
29/01/2018,11875.6
30/01/2018,11307.2
31/01/2018,10381.6
01/02/2018,10288.8
02/02/2018,9142.28
03/02/2018,9430.75
04/02/2018,9334.87
05/02/2018,8364.84
06/02/2018,7850.7
07/02/2018,8509.11
08/02/2018,8558.77
09/02/2018,8736.98
10/02/2018,9122.55
11/02/2018,8616.13
12/02/2018,8985.92
13/02/2018,8958.47
14/02/2018,9518.54
15/02/2018,10234.8
16/02/2018,10324.1
17/02/2018,11139.5
18/02/2018,11349.8
19/02/2018,11273.8
20/02/2018,11958.5
21/02/2018,11418.5
22/02/2018,11039.1
23/02/2018,10487.3
24/02/2018,10597.2
25/02/2018,9923.22
26/02/2018,10475
27/02/2018,10878.5
28/02/2018,11089.8
01/03/2018,11052.3
02/03/2018,11189
03/03/2018,11528.2
04/03/2018,11512.6
05/03/2018,11704.1
06/03/2018,11500.1
07/03/2018,10929.5
08/03/2018,10147.4
09/03/2018,9466.35
10/03/2018,9531.32
11/03/2018,9711.89
12/03/2018,9937.5
13/03/2018,9470.38
14/03/2018,9355.85
15/03/2018,8428.35
16/03/2018,8585.15
17/03/2018,8346.53
18/03/2018,8245.51
19/03/2018,8675.87
20/03/2018,9051.02
21/03/2018,9177.37
22/03/2018,9100.71
23/03/2018,8879.62
24/03/2018,8996.18
25/03/2018,8682.01
26/03/2018,8530.08
27/03/2018,8232.78
28/03/2018,8122.89
29/03/2018,7994.33
30/03/2018,7276.66
31/03/2018,7207.85
01/04/2018,7060.95
02/04/2018,7135.47
03/04/2018,7530.94
04/04/2018,7469.88
05/04/2018,6933.82
06/04/2018,6857.49
07/04/2018,7050.54
08/04/2018,7111.56
09/04/2018,7178.11
10/04/2018,6872.41
11/04/2018,6968.32
12/04/2018,7899.23
13/04/2018,8183.96
14/04/2018,8140.71
15/04/2018,8338.42
16/04/2018,8371.15
17/04/2018,8285.96
18/04/2018,8197.8
19/04/2018,8298.69
20/04/2018,8880.23
21/04/2018,8997.57
22/04/2018,9001.64
23/04/2018,8958.55
