"id,state_code,state,constituency_code,constituency,winning_party,winning_party_alliance"
"505,S26,Chhattisgarh,5,BILASPUR,Bharatiya Janata Party,National Democratic Alliance"
"87,S04,Bihar,29,Nalanda,Janata Dal (United),National Democratic Alliance"
"197,S12,Madhya Pradesh,3,GWALIOR,Bharatiya Janata Party,National Democratic Alliance"
"90,S04,Bihar,32,Arrah,Bharatiya Janata Party,National Democratic Alliance"
"153,S10,Karnataka,7,Bidar,Bharatiya Janata Party,National Democratic Alliance"
"183,S11,Kerala,9,Alathur,Indian National Congress,United Progressive Alliance"
"44,S02,Arunachal Pradesh,2,ARUNACHAL EAST,Bharatiya Janata Party,National Democratic Alliance"
"530,S28,Uttarakhand,5,Hardwar,Bharatiya Janata Party,National Democratic Alliance"
"167,S10,Karnataka,21,Mysore,Bharatiya Janata Party,National Democratic Alliance"
"18,S01,Andhra Pradesh,1,Aruku,Yuvajana Sramika Rythu Congress Party,NA"
"323,S20,Rajasthan,12,TONK-SAWAI MADHOPUR,Bharatiya Janata Party,National Democratic Alliance"
"234,S13,Maharashtra,11,Bhandara - gondiya,Bharatiya Janata Party,National Democratic Alliance"
"275,S15,Meghalaya,2,Tura,National People's Party,National Democratic Alliance"
"368,S22,Tamil Nadu,31,Sivaganga,Indian National Congress,United Progressive Alliance"
"366,S22,Tamil Nadu,29,Nagapattinam,Communist Party of India,NA"
"129,S07,Haryana,3,Sirsa,Bharatiya Janata Party,National Democratic Alliance"
"151,S10,Karnataka,5,Gulbarga,Bharatiya Janata Party,National Democratic Alliance"
"198,S12,Madhya Pradesh,4,GUNA,Bharatiya Janata Party,National Democratic Alliance"
"246,S13,Maharashtra,23,Bhiwandi,Bharatiya Janata Party,National Democratic Alliance"
"42,S01,Andhra Pradesh,25,Chittoor,Yuvajana Sramika Rythu Congress Party,NA"
"410,S24,Uttar Pradesh,32,Misrikh,Bharatiya Janata Party,National Democratic Alliance"
"132,S07,Haryana,6,Sonipat,Bharatiya Janata Party,National Democratic Alliance"
"268,S13,Maharashtra,45,Satara,Nationalist Congress Party,United Progressive Alliance"
"478,S25,West Bengal,20,Mathurapur,All India Trinamool Congress,NA"
"31,S01,Andhra Pradesh,14,Narasaraopet,Yuvajana Sramika Rythu Congress Party,NA"
"501,S26,Chhattisgarh,1,SARGUJA,Bharatiya Janata Party,National Democratic Alliance"
"6,S01,Telangana,6,Medak,Telangana Rashtra Samithi,NA"
"36,S01,Andhra Pradesh,19,Anantapur,Yuvajana Sramika Rythu Congress Party,NA"
"300,S19,Punjab,2,Amritsar,Indian National Congress,United Progressive Alliance"
"377,S23,Tripura,1,Tripura West,Bharatiya Janata Party,National Democratic Alliance"
"433,S24,Uttar Pradesh,55,Ambedkar Nagar,Bahujan Samaj Party,NA"
"322,S20,Rajasthan,11,Dausa,Bharatiya Janata Party,National Democratic Alliance"
"192,S11,Kerala,18,Kollam,Revolutionary Socialist Party,United Progressive Alliance"
"423,S24,Uttar Pradesh,45,Jalaun,Bharatiya Janata Party,National Democratic Alliance"
"387,S24,Uttar Pradesh,9,Amroha,Bahujan Samaj Party,NA"
"56,S03,Assam,12,Jorhat,Bharatiya Janata Party,National Democratic Alliance"
"181,S11,Kerala,7,Ponnani,Indian Union Muslim League,United Progressive Alliance"
"453,S24,Uttar Pradesh,75,Ghazipur,Bahujan Samaj Party,NA"
"498,S25,West Bengal,40,Asansol,Bharatiya Janata Party,National Democratic Alliance"
"130,S07,Haryana,4,Hisar,Bharatiya Janata Party,National Democratic Alliance"
"358,S22,Tamil Nadu,21,Pollachi,Dravida Munnetra Kazhagam,United Progressive Alliance"
"402,S24,Uttar Pradesh,24,Aonla,Bharatiya Janata Party,National Democratic Alliance"
"86,S04,Bihar,28,Munger,Janata Dal (United),National Democratic Alliance"
"35,S01,Andhra Pradesh,18,Kurnool,Yuvajana Sramika Rythu Congress Party,NA"
"27,S01,Andhra Pradesh,10,Eluru,Yuvajana Sramika Rythu Congress Party,NA"
"382,S24,Uttar Pradesh,4,Bijnor,Bahujan Samaj Party,NA"
"292,S18,Odisha,15,Kendrapara,Biju Janata Dal,NA"
"269,S13,Maharashtra,46,Ratnagiri - sindhudurg,Shivsena,National Democratic Alliance"
"419,S24,Uttar Pradesh,41,Etawah,Bharatiya Janata Party,National Democratic Alliance"
"186,S11,Kerala,12,Ernakulam,Indian National Congress,United Progressive Alliance"
"92,S04,Bihar,34,Sasaram (SC),Bharatiya Janata Party,National Democratic Alliance"
"209,S12,Madhya Pradesh,15,BALAGHAT,Bharatiya Janata Party,National Democratic Alliance"
"449,S24,Uttar Pradesh,71,Salempur,Bharatiya Janata Party,National Democratic Alliance"
"506,S26,Chhattisgarh,6,RAJNANDGAON,Bharatiya Janata Party,National Democratic Alliance"
"238,S13,Maharashtra,15,Hingoli,Shivsena,National Democratic Alliance"
"384,S24,Uttar Pradesh,6,Moradabad,Samajwadi Party,NA"
"461,S25,West Bengal,3,Jalpaiguri,Bharatiya Janata Party,National Democratic Alliance"
"532,U02,Chandigarh,1,CHANDIGARH,Bharatiya Janata Party,National Democratic Alliance"
"299,S19,Punjab,1,Gurdaspur,Bharatiya Janata Party,National Democratic Alliance"
"12,S01,Telangana,12,Nagarkurnool,Telangana Rashtra Samithi,NA"
"509,S26,Chhattisgarh,9,MAHASAMUND,Bharatiya Janata Party,National Democratic Alliance"
"155,S10,Karnataka,9,Bellary,Bharatiya Janata Party,National Democratic Alliance"
"380,S24,Uttar Pradesh,2,Kairana,Bharatiya Janata Party,National Democratic Alliance"
"171,S10,Karnataka,25,Bangalore central,Bharatiya Janata Party,National Democratic Alliance"
"389,S24,Uttar Pradesh,11,Baghpat,Bharatiya Janata Party,National Democratic Alliance"
"448,S24,Uttar Pradesh,70,Ghosi,Bahujan Samaj Party,NA"
"176,S11,Kerala,2,Kannur,Indian National Congress,United Progressive Alliance"
"244,S13,Maharashtra,21,Nashik,Shivsena,National Democratic Alliance"
"164,S10,Karnataka,18,Chitradurga,Bharatiya Janata Party,National Democratic Alliance"
"375,S22,Tamil Nadu,38,Tirunelveli,Dravida Munnetra Kazhagam,United Progressive Alliance"
"293,S18,Odisha,16,Jagatsinghpur,Biju Janata Dal,NA"
"340,S22,Tamil Nadu,3,Chennai South,Dravida Munnetra Kazhagam,United Progressive Alliance"
"262,S13,Maharashtra,39,Beed,Bharatiya Janata Party,National Democratic Alliance"
"451,S24,Uttar Pradesh,73,Jaunpur,Bahujan Samaj Party,NA"
"488,S25,West Bengal,30,Tamluk,All India Trinamool Congress,NA"
"69,S04,Bihar,11,Katihar,Janata Dal (United),National Democratic Alliance"
"363,S22,Tamil Nadu,26,Cuddalore,Dravida Munnetra Kazhagam,United Progressive Alliance"
"489,S25,West Bengal,31,Kanthi,All India Trinamool Congress,NA"
"438,S24,Uttar Pradesh,60,Domariyaganj,Bharatiya Janata Party,National Democratic Alliance"
"482,S25,West Bengal,24,Kolkata Uttar,All India Trinamool Congress,NA"
"91,S04,Bihar,33,Buxar,Bharatiya Janata Party,National Democratic Alliance"
"232,S13,Maharashtra,9,Ramtek,Shivsena,National Democratic Alliance"
"243,S13,Maharashtra,20,Dindori,Bharatiya Janata Party,National Democratic Alliance"
"224,S13,Maharashtra,1,Nandurbar,Bharatiya Janata Party,National Democratic Alliance"
"285,S18,Odisha,8,Jajpur,Biju Janata Dal,NA"
"17,S01,Telangana,17,Khammam,Telangana Rashtra Samithi,NA"
"277,S17,Nagaland,1,Nagaland,Nationalist Democratic Progressive Party,National Democratic Alliance"
"415,S24,Uttar Pradesh,37,Amethi,Bharatiya Janata Party,National Democratic Alliance"
"218,S12,Madhya Pradesh,24,RATLAM,Bharatiya Janata Party,National Democratic Alliance"
"412,S24,Uttar Pradesh,34,Mohanlalganj,Bharatiya Janata Party,National Democratic Alliance"
"54,S03,Assam,10,Nowgong,Indian National Congress,United Progressive Alliance"
"229,S13,Maharashtra,6,Akola,Bharatiya Janata Party,National Democratic Alliance"
"263,S13,Maharashtra,40,Osmanabad,Shivsena,National Democratic Alliance"
"291,S18,Odisha,14,Cuttack,Biju Janata Dal,NA"
"381,S24,Uttar Pradesh,3,Muzaffarnagar,Bharatiya Janata Party,National Democratic Alliance"
"331,S20,Rajasthan,20,Banswara,Bharatiya Janata Party,National Democratic Alliance"
"177,S11,Kerala,3,Vadakara,Indian National Congress,United Progressive Alliance"
"420,S24,Uttar Pradesh,42,Kannauj,Bharatiya Janata Party,National Democratic Alliance"
"154,S10,Karnataka,8,Koppal,Bharatiya Janata Party,National Democratic Alliance"
"493,S25,West Bengal,35,Purulia,Bharatiya Janata Party,National Democratic Alliance"
"350,S22,Tamil Nadu,13,Viluppuram,Dravida Munnetra Kazhagam,United Progressive Alliance"
"494,S25,West Bengal,36,Bankura,Bharatiya Janata Party,National Democratic Alliance"
"259,S13,Maharashtra,36,Shirur,Nationalist Congress Party,United Progressive Alliance"
"521,S27,Jharkhand,10,Singhbhum,Indian National Congress,United Progressive Alliance"
"456,S24,Uttar Pradesh,78,Bhadohi,Bharatiya Janata Party,National Democratic Alliance"
"290,S18,Odisha,13,Kandhamal,Biju Janata Dal,NA"
"472,S25,West Bengal,14,Bangaon,Bharatiya Janata Party,National Democratic Alliance"
"52,S03,Assam,8,Mangaldoi,Bharatiya Janata Party,National Democratic Alliance"
"96,S04,Bihar,38,Gaya (SC),Janata Dal (United),National Democratic Alliance"
"502,S26,Chhattisgarh,2,RAIGARH,Bharatiya Janata Party,National Democratic Alliance"
"265,S13,Maharashtra,42,Solapur,Bharatiya Janata Party,National Democratic Alliance"
"432,S24,Uttar Pradesh,54,Faizabad,Bharatiya Janata Party,National Democratic Alliance"
"492,S25,West Bengal,34,Medinipur,Bharatiya Janata Party,National Democratic Alliance"
"542,U06,Lakshadweep,1,Lakshadweep,Nationalist Congress Party,United Progressive Alliance"
"208,S12,Madhya Pradesh,14,MANDLA,Bharatiya Janata Party,National Democratic Alliance"
"512,S27,Jharkhand,1,Rajmahal,Jharkhand Mukti Morcha,United Progressive Alliance"
"295,S18,Odisha,18,Bhubaneswar,Bharatiya Janata Party,National Democratic Alliance"
"408,S24,Uttar Pradesh,30,Sitapur,Bharatiya Janata Party,National Democratic Alliance"
"245,S13,Maharashtra,22,Palghar,Shivsena,National Democratic Alliance"
"352,S22,Tamil Nadu,15,Salem,Dravida Munnetra Kazhagam,United Progressive Alliance"
"490,S25,West Bengal,32,Ghatal,All India Trinamool Congress,NA"
"407,S24,Uttar Pradesh,29,Dhaurahra,Bharatiya Janata Party,National Democratic Alliance"
"266,S13,Maharashtra,43,Madha,Bharatiya Janata Party,National Democratic Alliance"
"388,S24,Uttar Pradesh,10,Meerut,Bharatiya Janata Party,National Democratic Alliance"
"85,S04,Bihar,27,Banka,Janata Dal (United),National Democratic Alliance"
"459,S25,West Bengal,1,Cooch behar,Bharatiya Janata Party,National Democratic Alliance"
"480,S25,West Bengal,22,Jadavpur,All India Trinamool Congress,NA"
"165,S10,Karnataka,19,Tumkur,Bharatiya Janata Party,National Democratic Alliance"
"499,S25,West Bengal,41,Bolpur,All India Trinamool Congress,NA"
"185,S11,Kerala,11,Chalakudy,Indian National Congress,United Progressive Alliance"
"417,S24,Uttar Pradesh,39,Pratapgarh,Bharatiya Janata Party,National Democratic Alliance"
"195,S12,Madhya Pradesh,1,MORENA,Bharatiya Janata Party,National Democratic Alliance"
"481,S25,West Bengal,23,Kolkata Dakshin,All India Trinamool Congress,NA"
"20,S01,Andhra Pradesh,3,Vizianagaram,Yuvajana Sramika Rythu Congress Party,NA"
"255,S13,Maharashtra,32,Raigad,Nationalist Congress Party,United Progressive Alliance"
"100,S05,Goa,2,South Goa,Indian National Congress,United Progressive Alliance"
"337,S21,Sikkim,1,Sikkim,Sikkim Krantikari Morcha,NA"
"294,S18,Odisha,17,Puri,Biju Janata Dal,NA"
"450,S24,Uttar Pradesh,72,Ballia,Bharatiya Janata Party,National Democratic Alliance"
"22,S01,Andhra Pradesh,5,Anakapalli,Yuvajana Sramika Rythu Congress Party,NA"
"401,S24,Uttar Pradesh,23,Badaun,Bharatiya Janata Party,National Democratic Alliance"
"261,S13,Maharashtra,38,Shirdi,Shivsena,National Democratic Alliance"
"89,S04,Bihar,31,Pataliputra,Bharatiya Janata Party,National Democratic Alliance"
"513,S27,Jharkhand,2,Dumka,Bharatiya Janata Party,National Democratic Alliance"
"32,S01,Andhra Pradesh,15,Bapatla,Yuvajana Sramika Rythu Congress Party,NA"
"452,S24,Uttar Pradesh,74,Machhlishahr,Bharatiya Janata Party,National Democratic Alliance"
"483,S25,West Bengal,25,Howrah,All India Trinamool Congress,NA"
"511,S26,Chhattisgarh,11,KANKER,Bharatiya Janata Party,National Democratic Alliance"
"454,S24,Uttar Pradesh,76,Chandauli,Bharatiya Janata Party,National Democratic Alliance"
"210,S12,Madhya Pradesh,16,CHHINDWARA,Indian National Congress,United Progressive Alliance"
"133,S07,Haryana,7,Rohtak,Bharatiya Janata Party,National Democratic Alliance"
"347,S22,Tamil Nadu,10,Dharmapuri,Dravida Munnetra Kazhagam,United Progressive Alliance"
"16,S01,Telangana,16,Mahabubabad,Telangana Rashtra Samithi,NA"
"271,S13,Maharashtra,48,Hatkanangle,Shivsena,National Democratic Alliance"
"228,S13,Maharashtra,5,Buldhana,Shivsena,National Democratic Alliance"
"278,S18,Odisha,1,Bargarh,Bharatiya Janata Party,National Democratic Alliance"
"25,S01,Andhra Pradesh,8,Rajahmundry,Yuvajana Sramika Rythu Congress Party,NA"
"475,S25,West Bengal,17,Barasat,All India Trinamool Congress,NA"
"431,S24,Uttar Pradesh,53,Barabanki,Bharatiya Janata Party,National Democratic Alliance"
"286,S18,Odisha,9,Dhenkanal,Biju Janata Dal,NA"
"19,S01,Andhra Pradesh,2,Srikakulam,Telugu Desam,NA"
"188,S11,Kerala,14,Kottayam,Kerala Congress (M),NA"
"495,S25,West Bengal,37,Bishnupur,Bharatiya Janata Party,National Democratic Alliance"
"426,S24,Uttar Pradesh,48,Banda,Bharatiya Janata Party,National Democratic Alliance"
"237,S13,Maharashtra,14,Yavatmal-Washim,Shivsena,National Democratic Alliance"
"378,S23,Tripura,2,Tripura East,Bharatiya Janata Party,National Democratic Alliance"
"398,S24,Uttar Pradesh,20,Firozabad,Bharatiya Janata Party,National Democratic Alliance"
"486,S25,West Bengal,28,Hooghly,Bharatiya Janata Party,National Democratic Alliance"
"504,S26,Chhattisgarh,4,KORBA,Indian National Congress,United Progressive Alliance"
"28,S01,Andhra Pradesh,11,Machilipatnam,Yuvajana Sramika Rythu Congress Party,NA"
"531,U01,Andaman & Nicobar Islands,1,Andaman & Nicobar Islands,Indian National Congress,United Progressive Alliance"
"522,S27,Jharkhand,11,Khunti,Bharatiya Janata Party,National Democratic Alliance"
"230,S13,Maharashtra,7,Amravati,Independent,NA"
"503,S26,Chhattisgarh,3,JANJGIR-CHAMPA,Bharatiya Janata Party,National Democratic Alliance"
"416,S24,Uttar Pradesh,38,Sultanpur,Bharatiya Janata Party,National Democratic Alliance"
"93,S04,Bihar,35,Karakat,Janata Dal (United),National Democratic Alliance"
"179,S11,Kerala,5,Kozhikode,Indian National Congress,United Progressive Alliance"
"95,S04,Bihar,37,Aurangabad,Bharatiya Janata Party,National Democratic Alliance"
"357,S22,Tamil Nadu,20,Coimbatore,Communist Party of India (Marxist),NA"
"76,S04,Bihar,18,Siwan,Janata Dal (United),National Democratic Alliance"
"235,S13,Maharashtra,12,Gadchiroli-Chimur,Bharatiya Janata Party,National Democratic Alliance"
"485,S25,West Bengal,27,Srerampur,All India Trinamool Congress,NA"
"2,S01,Telangana,2,Peddapalle,Telangana Rashtra Samithi,NA"
"468,S25,West Bengal,10,Baharampur,Indian National Congress,United Progressive Alliance"
"523,S27,Jharkhand,12,Lohardaga,Bharatiya Janata Party,National Democratic Alliance"
"279,S18,Odisha,2,Sundargarh,Bharatiya Janata Party,National Democratic Alliance"
"533,U03,Dadra & Nagar Haveli,1,Dadar & Nagar Haveli,Independent,NA"
"355,S22,Tamil Nadu,18,Tiruppur,Communist Party of India,NA"
"190,S11,Kerala,16,Mavelikkara,Indian National Congress,United Progressive Alliance"
"458,S24,Uttar Pradesh,80,Robertsganj,Apna Dal (Soneylal),NA"
"4,S01,Telangana,4,Nizamabad,Bharatiya Janata Party,National Democratic Alliance"
"236,S13,Maharashtra,13,Chandrapur,Indian National Congress,United Progressive Alliance"
"311,S19,Punjab,13,Patiala,Indian National Congress,United Progressive Alliance"
"500,S25,West Bengal,42,Birbhum,All India Trinamool Congress,NA"
"29,S01,Andhra Pradesh,12,Vijayawada,Telugu Desam,NA"
"464,S25,West Bengal,6,Balurghat,Bharatiya Janata Party,National Democratic Alliance"
"470,S25,West Bengal,12,Krishnanagar,All India Trinamool Congress,NA"
"276,S16,Mizoram,1,MIZORAM,Mizo National Front,NA"
"297,S18,Odisha,20,Berhampur,Biju Janata Dal,NA"
"281,S18,Odisha,4,Keonjhar,Biju Janata Dal,NA"
"168,S10,Karnataka,22,Chamarajanagar,Bharatiya Janata Party,National Democratic Alliance"
"13,S01,Telangana,13,Nalgonda,Indian National Congress,United Progressive Alliance"
"374,S22,Tamil Nadu,37,Tenkasi,Dravida Munnetra Kazhagam,United Progressive Alliance"
"439,S24,Uttar Pradesh,61,Basti,Bharatiya Janata Party,National Democratic Alliance"
"45,S03,Assam,1,Karimganj,Bharatiya Janata Party,National Democratic Alliance"
"491,S25,West Bengal,33,Jhargram,Bharatiya Janata Party,National Democratic Alliance"
"496,S25,West Bengal,38,Bardhaman Purba,All India Trinamool Congress,NA"
"436,S24,Uttar Pradesh,58,Shrawasti,Bahujan Samaj Party,NA"
"50,S03,Assam,6,Barpeta,Indian National Congress,United Progressive Alliance"
"487,S25,West Bengal,29,Arambagh,All India Trinamool Congress,NA"
"510,S26,Chhattisgarh,10,BASTAR,Indian National Congress,United Progressive Alliance"
"372,S22,Tamil Nadu,35,Ramanathapuram,Indian Union Muslim League,United Progressive Alliance"
"369,S22,Tamil Nadu,32,Madurai,Communist Party of India (Marxist),NA"
"440,S24,Uttar Pradesh,62,Sant Kabir Nagar,Bharatiya Janata Party,National Democratic Alliance"
"301,S19,Punjab,3,Khadoor Sahib,Indian National Congress,United Progressive Alliance"
"14,S01,Telangana,14,Bhongir,Indian National Congress,United Progressive Alliance"
"371,S22,Tamil Nadu,34,Virudhunagar,Indian National Congress,United Progressive Alliance"
"23,S01,Andhra Pradesh,6,Kakinada,Yuvajana Sramika Rythu Congress Party,NA"
"30,S01,Andhra Pradesh,13,Guntur,Telugu Desam,NA"
"3,S01,Telangana,3,Karimnagar,Bharatiya Janata Party,National Democratic Alliance"
"364,S22,Tamil Nadu,27,Chidambaram,Viduthalai Chiruthaigal Katchi,United Progressive Alliance"
"175,S11,Kerala,1,Kasaragod,Indian National Congress,United Progressive Alliance"
"467,S25,West Bengal,9,Jangipur,All India Trinamool Congress,NA"
"239,S13,Maharashtra,16,Nanded,Bharatiya Janata Party,National Democratic Alliance"
"240,S13,Maharashtra,17,Parbhani,Shivsena,National Democratic Alliance"
"370,S22,Tamil Nadu,33,Theni,All India Anna Dravida Munnetra Kazhagam,National Democratic Alliance"
"534,U04,Daman & Diu,1,Daman & diu,Bharatiya Janata Party,National Democratic Alliance"
"307,S19,Punjab,9,Faridkot,Indian National Congress,United Progressive Alliance"
"473,S25,West Bengal,15,Barrackpore,Bharatiya Janata Party,National Democratic Alliance"
"267,S13,Maharashtra,44,Sangli,Bharatiya Janata Party,National Democratic Alliance"
"48,S03,Assam,4,Dhubri,All India United Democratic Front,NA"
"303,S19,Punjab,5,Hoshiarpur,Bharatiya Janata Party,National Democratic Alliance"
"474,S25,West Bengal,16,Dum dum,All India Trinamool Congress,NA"
"273,S14,Manipur,2,Outer manipur,Naga Peoples Front,NA"
"280,S18,Odisha,3,Sambalpur,Bharatiya Janata Party,National Democratic Alliance"
"282,S18,Odisha,5,Mayurbhanj,Bharatiya Janata Party,National Democratic Alliance"
"8,S01,Telangana,8,Secundrabad,Bharatiya Janata Party,National Democratic Alliance"
"166,S10,Karnataka,20,Mandya,Independent,NA"
"284,S18,Odisha,7,Bhadrak,Biju Janata Dal,NA"
"11,S01,Telangana,11,Mahbubnagar,Telangana Rashtra Samithi,NA"
"283,S18,Odisha,6,Balasore,Bharatiya Janata Party,National Democratic Alliance"
"497,S25,West Bengal,39,Burdwan - durgapur,Bharatiya Janata Party,National Democratic Alliance"
"306,S19,Punjab,8,Fatehgarh Sahib,Indian National Congress,United Progressive Alliance"
"379,S24,Uttar Pradesh,1,Saharanpur,Bahujan Samaj Party,NA"
"5,S01,Telangana,5,Zahirabad,Telangana Rashtra Samithi,NA"
"469,S25,West Bengal,11,Murshidabad,All India Trinamool Congress,NA"
"194,S11,Kerala,20,Thiruvananthapuram,Indian National Congress,United Progressive Alliance"
"309,S19,Punjab,11,Bathinda,Shiromani Akali Dal,National Democratic Alliance"
"189,S11,Kerala,15,Alappuzha,Communist Party of India (Marxist),NA"
"94,S04,Bihar,36,Jahanabad,Janata Dal (United),National Democratic Alliance"
"10,S01,Telangana,10,CHELVELLA,Telangana Rashtra Samithi,NA"
"463,S25,West Bengal,5,Raiganj,Bharatiya Janata Party,National Democratic Alliance"
"184,S11,Kerala,10,Thrissur,Indian National Congress,United Progressive Alliance"
"304,S19,Punjab,6,Anandpur Sahib,Indian National Congress,United Progressive Alliance"
"24,S01,Andhra Pradesh,7,Amalapuram,Yuvajana Sramika Rythu Congress Party,NA"
"428,S24,Uttar Pradesh,50,Kaushambi,Bharatiya Janata Party,National Democratic Alliance"
"182,S11,Kerala,8,Palakkad,Indian National Congress,United Progressive Alliance"
"7,S01,Telangana,7,Malkajgiri,Indian National Congress,United Progressive Alliance"
"287,S18,Odisha,10,Bolangir,Bharatiya Janata Party,National Democratic Alliance"
"26,S01,Andhra Pradesh,9,Narsapuram,Yuvajana Sramika Rythu Congress Party,NA"
"193,S11,Kerala,19,Attingal,Indian National Congress,United Progressive Alliance"
"302,S19,Punjab,4,Jalandhar,Indian National Congress,United Progressive Alliance"
"465,S25,West Bengal,7,Maldaha Uttar,Bharatiya Janata Party,National Democratic Alliance"
"310,S19,Punjab,12,Sangrur,Aam Aadmi Party,NA"
"191,S11,Kerala,17,Pathanamthitta,Indian National Congress,United Progressive Alliance"
"305,S19,Punjab,7,Ludhiana,Indian National Congress,United Progressive Alliance"
"484,S25,West Bengal,26,Uluberia,All India Trinamool Congress,NA"
"1,S01,Telangana,1,Adilabad,Bharatiya Janata Party,National Democratic Alliance"
"21,S01,Andhra Pradesh,4,Visakhapatnam,Yuvajana Sramika Rythu Congress Party,NA"
"288,S18,Odisha,11,Kalahandi,Bharatiya Janata Party,National Democratic Alliance"
"466,S25,West Bengal,8,Maldaha Dakshin,Indian National Congress,United Progressive Alliance"
"272,S14,Manipur,1,Inner manipur,Bharatiya Janata Party,National Democratic Alliance"
"298,S18,Odisha,21,Koraput,Indian National Congress,United Progressive Alliance"
"144,S09,Jammu & Kashmir,4,Ladakh,Bharatiya Janata Party,National Democratic Alliance"
"289,S18,Odisha,12,Nabarangpur,Biju Janata Dal,NA"
"68,S04,Bihar,10,Kishanganj,Indian National Congress,United Progressive Alliance"
"49,S03,Assam,5,Kokrajhar,Independent,NA"
"242,S13,Maharashtra,19,Aurangabad,All India Majlis-E-Ittehadul Muslimeen,NA"
"143,S09,Jammu & Kashmir,3,Anantnag,Jammu & Kashmir National Conference,NA"
"141,S09,Jammu & Kashmir,1,Baramulla,Jammu & Kashmir National Conference,NA"
"345,S22,Tamil Nadu,8,Vellore,,#N/A"
